record_id,publication_year,paper_title,primary_topic,secondary_topics,review_confidence,review_note,reviewer,reviewed_at
conf:3dim:DibraJOZG16,2016,HS-Nets: Estimating Human Body Shape from Silhouettes with Convolutional Neural Networks.,humans_faces_hands_avatars,reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MousavianPK16,2016,Joint Semantic Segmentation and Depth Estimation with Deep Convolutional Networks.,segmentation_scene_understanding,depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SweeneyFHT16,2016,Large Scale SfM with the Distributed Camera Model.,multiview_geometry_sfm_photogrammetry,reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:PoggiM16a,2016,Learning a General-Purpose Confidence Measure Based on O(1) Features and a Smarter Aggregation Strategy for Semi Global Matching.,depth_stereo_shape_from_x,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GhezelghiehKS16,2016,Learning Camera Viewpoint Using CNN to Improve 3D Body Pose Estimation.,humans_faces_hands_avatars,multiview_geometry_sfm_photogrammetry,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ValentinDNKTIK16,2016,Learning to Navigate the Energy Landscape.,representations_features,,medium,General analysis-by-synthesis search architecture demonstrated across several distinct 3D vision tasks.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CosmoRMTB16,2016,Matching Deformable Objects in Clutter.,registration_correspondence_matching,recognition_detection_retrieval; representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RobertiniCRST16,2016,Model-Based Outdoor Performance Capture.,humans_faces_hands_avatars,motion_tracking_dynamic_4d; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZienkiewiczTDL16,2016,"Monocular, Real-Time Surface Reconstruction Using Dynamic Level of Detail.",reconstruction_fusion_modeling,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KumarDL16,2016,Multi-Body Non-Rigid Structure-from-Motion.,multiview_geometry_sfm_photogrammetry,motion_tracking_dynamic_4d; segmentation_scene_understanding,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CherabierHOP16,2016,Multi-Label Semantic 3D Reconstruction Using Voxel Blocks.,segmentation_scene_understanding,reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ThonatSPD16,2016,Multi-View Inpainting for Image-Based Scene Editing and Rendering.,generation_completion_editing,rendering_novel_views_appearance; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GeorgakisRMLK16,2016,Multiview RGB-D Dataset for Object Instance Detection.,datasets_benchmarks_evaluation,recognition_detection_retrieval,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GerlichE16,2016,Optical Flow for Rigid Multi-Motion Scenes.,motion_tracking_dynamic_4d,datasets_benchmarks_evaluation,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WolffKZSBSS16,2016,Point Cloud Noise and Outlier Removal for Image-Based 3D Reconstruction.,geometry_shape_processing,reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DemirAB16,2016,Proceduralization for Editing 3D Architectural Models.,generation_completion_editing,geometry_shape_processing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LocherHG16,2016,Progressive 3D Modeling All the Way.,reconstruction_fusion_modeling,multiview_geometry_sfm_photogrammetry; depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BusamEFN16,2016,Quaternionic Upsampling: Hyperspherical Techniques for 6 DoF Pose Tracking.,motion_tracking_dynamic_4d,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LombardiN16,2016,"Radiometric Scene Decomposition: Scene Reflectance, Illumination, and Geometry from RGB-D Images.",rendering_novel_views_appearance,reconstruction_fusion_modeling; segmentation_scene_understanding,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MorenoHT16,2016,Rapid Hand Shape Reconstruction with Chebyshev Phase Shifting.,sensing_acquisition_calibration,humans_faces_hands_avatars; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ThiesZRTG16,2016,Real-Time Halfway Domain Reconstruction of Motion and Geometry.,motion_tracking_dynamic_4d,reconstruction_fusion_modeling; depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:YangUNMNT16,2016,Real-Time Surface of Revolution Reconstruction on Dense SLAM.,reconstruction_fusion_modeling,slam_localization_mapping; geometry_shape_processing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhuWBLJL16,2016,Registration of Point Clouds Based on the Ratio of Bidirectional Distances.,registration_correspondence_matching,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HolzmannFB16,2016,Regularized 3D Modeling from Noisy Building Reconstructions.,geometry_shape_processing,reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HaqueG16,2016,Robust Feature-Preserving Denoising of 3D Point Clouds.,geometry_shape_processing,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhuZXDMY16,2016,Robust Plane-Based Calibration of Multiple Non-Overlapping Cameras.,sensing_acquisition_calibration,multiview_geometry_sfm_photogrammetry,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:PhamP16,2016,"Robust Real-Time 3D Face Tracking from RGBD Videos under Extreme Pose, Depth, and Expression Variation.",motion_tracking_dynamic_4d,humans_faces_hands_avatars,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DrozdovSG16,2016,Robust Recovery of Heavily Degraded Depth Measurements.,depth_stereo_shape_from_x,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AlismailBL16,2016,Robust Tracking in Low Light and Sudden Illumination Changes.,motion_tracking_dynamic_4d,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KimCH16,2016,Room Layout Estimation with Object and Material Attributes Information Using a Spherical Camera.,segmentation_scene_understanding,depth_stereo_shape_from_x; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HuaPNTYY16,2016,SceneNN: A Scene Meshes Dataset with aNNotations.,datasets_benchmarks_evaluation,segmentation_scene_understanding; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MelziRCB16,2016,Shape Analysis with Anisotropic Windowed Fourier Transform.,representations_features,geometry_shape_processing; registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ChakrabartiS16,2016,Single-Image RGB Photometric Stereo with Spatially-Varying Albedo.,depth_stereo_shape_from_x,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:TiYD16,2016,Single-Shot Time-of-Flight Phase Unwrapping Using Two Modulation Frequencies.,sensing_acquisition_calibration,depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HanWT16,2016,Single View 3D Reconstruction under an Uncalibrated Camera and an Unknown Mirror Sphere.,sensing_acquisition_calibration,reconstruction_fusion_modeling; multiview_geometry_sfm_photogrammetry,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LitmanB16,2016,SpectroMeter: Amortized Sublinear Spectral Approximation of Distance on Graphs.,geometry_shape_processing,registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KongZKL16,2016,Structure from Category: A Generic and Prior-Less Approach.,multiview_geometry_sfm_photogrammetry,motion_tracking_dynamic_4d; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ChenWLSWTLCC16,2016,Synthesizing Training Images for Boosting Human 3D Pose Estimation.,humans_faces_hands_avatars,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:McDonaghKBBMM16,2016,Synthetic Prior Design for Real-Time Face Tracking.,humans_faces_hands_avatars,motion_tracking_dynamic_4d,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:TsoliA16,2016,Tracking Deformable Surfaces That Undergo Topological Changes Using an RGB-D Camera.,motion_tracking_dynamic_4d,registration_correspondence_matching; geometry_shape_processing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MilletariNA16,2016,V-Net: Fully Convolutional Neural Networks for Volumetric Medical Image Segmentation.,segmentation_scene_understanding,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KimRT16,2016,Video Depth-from-Defocus.,depth_stereo_shape_from_x,motion_tracking_dynamic_4d; rendering_novel_views_appearance,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DymczykSNSG16,2016,Will It Last? Learning Stable Features for Long-Term Visual Localization.,slam_localization_mapping,representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BirdalDI16,2016,X-Tag: A Fiducial Tag for Flexible and Accurate Bundle Adjustment.,sensing_acquisition_calibration,multiview_geometry_sfm_photogrammetry; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CaoHR17,2017,3D Object Classification via Spherical Projections.,recognition_detection_retrieval,representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AbbeloosCCTD17,2017,3D Object Discovery and Modeling Using Single RGB-D Images Containing Multiple Object Instances.,recognition_detection_retrieval,reconstruction_fusion_modeling; robotics_embodied_interaction,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KimRJFH17,2017,3D Room Geometry Reconstruction Using Audio-Visual Sensors.,reconstruction_fusion_modeling,sensing_acquisition_calibration; depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GadelhaMW17,2017,3D Shape Induction from 2D Views of Multiple Objects.,generation_completion_editing,reconstruction_fusion_modeling; rendering_novel_views_appearance,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LunGKMW17,2017,3D Shape Reconstruction from Sketches via Multi-view Convolutional Networks.,reconstruction_fusion_modeling,generation_completion_editing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MustafaVGH17,2017,4D Temporally Coherent Light-Field Video.,motion_tracking_dynamic_4d,rendering_novel_views_appearance; ar_vr_hci_applied_systems,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GaoEKK17,2017,A Novel Self-Calibration Method for a Stereo-ToF System Using a Kinect V2 and Two 4K GoPro Cameras.,sensing_acquisition_calibration,depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KanoOTIHM17,2017,Accurate Calibration of Multiple Pan-Tilt Cameras for Live Broadcasts.,sensing_acquisition_calibration,motion_tracking_dynamic_4d,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:JackMES17,2017,Adversarially Parameterized Optimization for 3D Human Pose Estimation.,humans_faces_hands_avatars,representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LeePRTB17,2017,Barcode: Global Binary Patterns for Fast Visual Inference.,slam_localization_mapping,representations_features; recognition_detection_retrieval,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CuiSGH17,2017,Batched Incremental Structure-from-Motion.,multiview_geometry_sfm_photogrammetry,reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:Tylecek17,2017,Best Viewpoint Tracking for Camera Mounted on Robotic Arm with Dynamic Obstacles.,robotics_embodied_interaction,motion_tracking_dynamic_4d,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:PolicP17,2017,Camera Uncertainty Computation in Large 3D Reconstruction.,multiview_geometry_sfm_photogrammetry,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RenSKS17,2017,Cascaded Scene Flow Prediction Using Semantic Segmentation.,motion_tracking_dynamic_4d,segmentation_scene_understanding; depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:PontesKEFSL17,2017,Compact Model Representation for 3D Reconstruction.,reconstruction_fusion_modeling,representations_features; registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HaugoSB17,2017,Continuous Signed Distance Functions for 3D Vision.,representations_features,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BoukhaymaB17,2017,Controllable Variation Synthesis for Surface Motion Capture.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; generation_completion_editing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ShaoCSSG17,2017,Cross-Modal Attribute Transfer for Rescaling 3D Models.,geometry_shape_processing,representations_features; recognition_detection_retrieval,medium,Physical-attribute transfer and scale correction modify existing 3D models; joint embedding and instance linking are supporting contributions.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:PlancheWMSKLCHZ17,2017,DepthSynth: Real-Time Realistic Synthetic Data Generation from CAD Models for 2.5D Recognition.,datasets_benchmarks_evaluation,sensing_acquisition_calibration; recognition_detection_retrieval,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:Jaramillo17,2017,Direct Multichannel Tracking.,slam_localization_mapping,representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WalsmanWSF17,2017,Dynamic High Resolution Deformable Articulated Tracking.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:VestnerLBLSRRBB17,2017,Efficient Deformable Shape Correspondence via Kernel Matching.,registration_correspondence_matching,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ProbstFSG17,2017,Efficient Model-Free Anthropometry from Depth Data.,humans_faces_hands_avatars,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WangF17,2017,Fast and Accurate Satellite Multi-view Stereo Using Edge-Aware Interpolation.,depth_stereo_shape_from_x,multiview_geometry_sfm_photogrammetry; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AnisimovS17,2017,Fast and Efficient Depth Map Estimation from Light Fields.,depth_stereo_shape_from_x,rendering_novel_views_appearance,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:IlaPSI17,2017,Fast Incremental Bundle Adjustment with Covariance Recovery.,multiview_geometry_sfm_photogrammetry,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BhattacharyaVG17,2017,Fast Multiview 3D Scan Registration Using Planar Structures.,registration_correspondence_matching,multiview_geometry_sfm_photogrammetry,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KolagundaSSTKS17,2017,Fuzzy Correspondences for Robust Shape Registration.,registration_correspondence_matching,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HoranyiK17,2017,Generalized Pose Estimation from Line Correspondences with Known Vertical Direction.,multiview_geometry_sfm_photogrammetry,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CuiFSS17,2017,GraphMatch: Efficient Large-Scale Graph Construction for Structure from Motion.,registration_correspondence_matching,multiview_geometry_sfm_photogrammetry; representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:TangWT17,2017,GSLAM: Initialization-Robust Monocular Visual SLAM via Global Structure-from-Motion.,slam_localization_mapping,multiview_geometry_sfm_photogrammetry; datasets_benchmarks_evaluation,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HaneTM17,2017,Hierarchical Surface Prediction for 3D Object Reconstruction.,reconstruction_fusion_modeling,generation_completion_editing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GolyanikS17,2017,High Dimensional Space Model for Dense Monocular Surface Recovery.,multiview_geometry_sfm_photogrammetry,motion_tracking_dynamic_4d; representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AlexandrovPZV17,2017,High Dynamic Range SLAM with Map-Aware Exposure Time Control.,slam_localization_mapping,rendering_novel_views_appearance; sensing_acquisition_calibration,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DibraWOG17,2017,How to Refine 3D Hand Pose Estimation from Unlabelled Depth Data?,humans_faces_hands_avatars,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiuYF17,2017,Interactive 3D Modeling with a Generative Adversarial Network.,generation_completion_editing,ar_vr_hci_applied_systems,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CaccamoCT17,2017,Joint 3D Reconstruction of a Static Scene and Moving Objects.,reconstruction_fusion_modeling,motion_tracking_dynamic_4d; robotics_embodied_interaction,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:Ghosh0AH17,2017,Learning Human Motion Models for Long-Term Predictions.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; generation_completion_editing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SarkarVS17,2017,Learning Quadrangulated Patches for 3D Shape Parameterization and Completion.,representations_features,generation_completion_editing; geometry_shape_processing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:Lee17,2017,Line Association and Vanishing Point Estimation with Binary Quadratic Programming.,multiview_geometry_sfm_photogrammetry,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SalaunMM17,2017,Line-Based Robust SfM with Little Image Overlap.,multiview_geometry_sfm_photogrammetry,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MaffraTCC17,2017,Loop-Closure Detection in Urban Scenes for Autonomous Robot Navigation.,slam_localization_mapping,robotics_embodied_interaction,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ChangDFHNSSZZ17,2017,Matterport3D: Learning from RGB-D Data in Indoor Environments.,datasets_benchmarks_evaluation,segmentation_scene_understanding; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MehtaRCFSXT17,2017,Monocular 3D Human Pose Estimation in the Wild Using Improved CNN Supervision.,humans_faces_hands_avatars,datasets_benchmarks_evaluation,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HamCLS17,2017,Monocular Depth from Small Motion Video Accelerated.,depth_stereo_shape_from_x,multiview_geometry_sfm_photogrammetry,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BoisvertDDPG17,2017,Motion Compensation for Phase-Shift Structured-Light Systems Based on a Total-Variation Framework.,sensing_acquisition_calibration,motion_tracking_dynamic_4d,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MonicaAZV17,2017,Multi-label Point Cloud Annotation by Selection of Sparse Control Points.,datasets_benchmarks_evaluation,segmentation_scene_understanding; ar_vr_hci_applied_systems,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GolyanikKMNSK17,2017,Multiframe Scene Flow with Piecewise Rigid Motion.,motion_tracking_dynamic_4d,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RieglerUBG17,2017,OctNetFusion: Learning Depth Fusion from Data.,reconstruction_fusion_modeling,generation_completion_editing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:YangX0C17,2017,Performance Evaluation of 3D Correspondence Grouping Algorithms.,datasets_benchmarks_evaluation,registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AhmedMG17,2017,Point Cloud Registration with Virtual Interest Points from Implicit Quadric Surface Intersections.,registration_correspondence_matching,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HuntPGCLT17,2017,Probabilistic Object Reconstruction with Online Global Model Correction.,reconstruction_fusion_modeling,slam_localization_mapping; segmentation_scene_understanding,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MallesonGTCHV17,2017,Real-Time Full-Body Motion Capture from Video and IMUs.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; sensing_acquisition_calibration,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:Al-HamiL17,2017,Reconstructing 3D Human Poses from Keyword Based Image Database Query.,humans_faces_hands_avatars,reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:FerenczS17,2017,Registration of 3D Point Clouds Using Mean Shift Clustering on Rotations and Translations.,registration_correspondence_matching,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:YaoLZDFQ17,2017,Relative Camera Refinement for Accurate Dense Reconstruction.,multiview_geometry_sfm_photogrammetry,reconstruction_fusion_modeling; registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiJYYY17,2017,Robust 3D Human Motion Reconstruction via Dynamic Template Construction.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AnsariGS17,2017,Scalable Dense Monocular Surface Reconstruction.,reconstruction_fusion_modeling,motion_tracking_dynamic_4d; multiview_geometry_sfm_photogrammetry,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LuoSS17,2017,Scene Semantic Reconstruction from Egocentric RGB-D-Thermal Videos.,segmentation_scene_understanding,reconstruction_fusion_modeling; slam_localization_mapping,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:TchapmiCAGS17,2017,SEGCloud: Semantic Segmentation of 3D Point Clouds.,segmentation_scene_understanding,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ScharsteinTS17,2017,Semi-global Stereo Matching with Surface Orientation Priors.,depth_stereo_shape_from_x,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MalikES17,2017,Simultaneous Hand Pose and Skeleton Bone-Lengths Estimation from a Single Depth Image.,humans_faces_hands_avatars,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WangF17a,2017,Single View Parametric Building Reconstruction from Satellite Imagery.,reconstruction_fusion_modeling,recognition_detection_retrieval; segmentation_scene_understanding,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:UhrigSSFBG17,2017,Sparsity Invariant CNNs.,depth_stereo_shape_from_x,datasets_benchmarks_evaluation,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GasparettoCRBT17,2017,Spatial Maps: From Low Rank Spectral to Sparse Spatial Functional Representations.,registration_correspondence_matching,representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:JiangPFFD17,2017,Static and Dynamic Objects Analysis as a 3D Vector Field.,motion_tracking_dynamic_4d,segmentation_scene_understanding; slam_localization_mapping,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CohenOLP17,2017,Symmetry-Aware Façade Parsing with Occlusions.,segmentation_scene_understanding,generation_completion_editing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HwangT17,2017,The Two Lines Light Source (TLLS).,sensing_acquisition_calibration,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:Huang17,2017,Towards Accurate Marker-Less Human Shape and Pose Estimation over Time.,humans_faces_hands_avatars,motion_tracking_dynamic_4d; segmentation_scene_understanding,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HendersonSMEK17,2017,Tracking Radioactive Sources through Sensor Fusion of Omnidirectional LIDAR and Isotropic Rad-Detectors.,motion_tracking_dynamic_4d,sensing_acquisition_calibration,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:FrostMP17,2017,Using Learning of Speed to Stabilize Scale in Monocular Localization and Mapping.,slam_localization_mapping,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhuSHH17,2017,Variational Building Modeling from Urban MVS Meshes.,geometry_shape_processing,reconstruction_fusion_modeling; segmentation_scene_understanding,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GwakCCGS17,2017,Weakly Supervised 3D Reconstruction with Adversarial Constraint.,reconstruction_fusion_modeling,generation_completion_editing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DerkachRS18,2018,3D Head Pose Estimation Using Tensor Decomposition and Non-linear Manifold Modeling.,humans_faces_hands_avatars,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SaintASCGAO18,2018,3DBodyTex: Textured 3D Body Dataset.,datasets_benchmarks_evaluation,humans_faces_hands_avatars,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:XingCLCYW18,2018,3DTNet: Learning Local Features Using 2D and 3D Cues.,representations_features,registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhuX0FY18,2018,A 3D Coarse-to-Fine Framework for Volumetric Medical Image Segmentation.,segmentation_scene_understanding,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RomanoniM18,2018,A Data-Driven Prior on Facet Orientation for Semantic Mesh Labeling.,segmentation_scene_understanding,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RouhaniFB18,2018,A Multi-resolution Approach for Color Correction of Textured Meshes.,rendering_novel_views_appearance,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DuongKSRR18,2018,Accurate Sparse Feature Regression Forest Learning for Real-Time Camera Relocalization.,slam_localization_mapping,registration_correspondence_matching,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AlzugarayC18,2018,ACE: An Efficient Asynchronous Corner Tracker for Event Cameras.,motion_tracking_dynamic_4d,sensing_acquisition_calibration,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WangTNT18,2018,Adversarial Semantic Scene Completion from a Single Depth Image.,segmentation_scene_understanding,generation_completion_editing; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SrinivasanD18,2018,An Image-Based Approach for 3D Reconstruction of Urban Scenes Using Architectural Symmetries.,reconstruction_fusion_modeling,geometry_shape_processing,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CarlettiCCMZ018,2018,Analyzing Body Fat from Depth Images.,humans_faces_hands_avatars,datasets_benchmarks_evaluation,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:OBrienTIM18,2018,Calibrating Light-Field Cameras Using Plenoptic Disc Features.,sensing_acquisition_calibration,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BrejchaC18,2018,Camera Orientation Estimation in Natural Scenes Using Semantic Cues.,multiview_geometry_sfm_photogrammetry,registration_correspondence_matching; segmentation_scene_understanding,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SekikawaIHYSSS18,2018,Constant Velocity 3D Convolution.,representations_features,motion_tracking_dynamic_4d; slam_localization_mapping,medium,General spatiotemporal convolution is the contribution; visual odometry is the principal demonstration.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LeeLCCHH18,2018,Cross-Domain Image-Based 3D Shape Retrieval by View Sequence Learning.,recognition_detection_retrieval,representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LaubeFU18,2018,Deep Learning Parametrization for B-Spline Curve Approximation.,geometry_shape_processing,representations_features,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MalikENVTHS18,2018,DeepHPS: End-to-end Estimation of 3D Hand Pose and Shape by Learning from Synthetic Depth.,humans_faces_hands_avatars,datasets_benchmarks_evaluation; reconstruction_fusion_modeling,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HaoLYL18,2018,Detail Preserving Depth Estimation from a Single Image Using Attention Guided Networks.,depth_stereo_shape_from_x,,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AlldieckMXTP18,2018,Detailed Human Avatars from Monocular Video.,humans_faces_hands_avatars,reconstruction_fusion_modeling; rendering_novel_views_appearance,high,,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:XiaoSPYR18,2018,DSR: Direct Self-Rectification for Uncalibrated Dual-Lens Cameras.,sensing_acquisition_calibration,depth_stereo_shape_from_x,high,,GPT-5.6 Pro expert review,2026-08-27
