record_id,publication_year,paper_title,supplemental_match_method,supplemental_match_confidence,supplemental_title
conf:3dim:HaefnerGOAGCNW21,2021,Recovering Real-World Reflectance Properties and Shading From HDR Imagery.,doi_exact,1.0,Recovering Real-World Reflectance Properties and Shading From HDR Imagery
conf:3dim:HassonVSL21,2021,Towards Unconstrained Joint Hand-Object Reconstruction From RGB Videos.,doi_exact,1.0,Towards Unconstrained Joint Hand-Object Reconstruction From RGB Videos
conf:3dim:HezroniDGA21,2021,DeepBBS: Deep Best Buddies for Point Cloud Registration.,doi_exact,1.0,DeepBBS: Deep Best Buddies for Point Cloud Registration
conf:3dim:HiroseTKK21,2021,Variational Monocular Depth Estimation for Reliability Prediction.,doi_exact,1.0,Variational Monocular Depth Estimation for Reliability Prediction
conf:3dim:HonzatkoTFD21,2021,Leveraging Spatial and Photometric Context for Calibrated Non-Lambertian Photometric Stereo.,doi_exact,1.0,Leveraging Spatial and Photometric Context for Calibrated Non-Lambertian Photometric Stereo
conf:3dim:HoracheDG21,2021,3D Point Cloud Registration with Multi-Scale Architecture and Unsupervised Transfer Learning.,doi_exact,1.0,3D Point Cloud Registration with Multi-Scale Architecture and Unsupervised Transfer Learning
conf:3dim:HuangLWF21,2021,3D-MetaConNet: Meta-learning for 3D Shape Classification and Segmentation.,doi_exact,1.0,3D-MetaConNet: Meta-learning for 3D Shape Classification and Segmentation
conf:3dim:HuangSZW21,2021,Dynamic Multi-Person Mesh Recovery From Uncalibrated Multi-View Cameras.,doi_exact,1.0,Dynamic Multi-Person Mesh Recovery From Uncalibrated Multi-View Cameras
conf:3dim:HuangYP21,2021,GASCN: Graph Attention Shape Completion Network.,doi_exact,1.0,GASCN: Graph Attention Shape Completion Network
conf:3dim:HuynhPNMRH21,2021,Monocular Depth Estimation Primed by Salient Point Detection and Normalized Hessian Loss.,doi_exact,1.0,Monocular Depth Estimation Primed by Salient Point Detection and Normalized Hessian Loss
conf:3dim:IqbalXGKM21,2021,KAMA: 3D Keypoint Aware Body Mesh Articulation.,doi_exact,1.0,KAMA: 3D Keypoint Aware Body Mesh Articulation
conf:3dim:JainH21,2021,GenIcoNet: Generative Icosahedral Mesh Convolutional Network.,doi_exact,1.0,GenIcoNet: Generative Icosahedral Mesh Convolutional Network
conf:3dim:JiangCZX21,2021,Neighborhood-based Neural Implicit Reconstruction from Point Clouds.,doi_exact,1.0,Neighborhood-based Neural Implicit Reconstruction from Point Clouds
conf:3dim:JiangDHH21,2021,PLNet: Plane and Line Priors for Unsupervised Indoor Depth Estimation.,doi_exact,1.0,PLNet: Plane and Line Priors for Unsupervised Indoor Depth Estimation
conf:3dim:JooNV21,2021,Exemplar Fine-Tuning for 3D Human Model Fitting Towards In-the-Wild 3D Human Pose Estimation.,doi_exact,1.0,Exemplar Fine-Tuning for 3D Human Model Fitting Towards In-the-Wild 3D Human Pose Estimation
conf:3dim:JungBLNB21,2021,Wild ToFu: Improving Range and Quality of Indirect Time-of-Flight Depth with RGB Fusion in Challenging Environments.,doi_exact,1.0,Wild ToFu: Improving Range and Quality of Indirect Time-of-Flight Depth with RGB Fusion in Challenging Environments
conf:3dim:KarunratanakulS21,2021,A Skeleton-Driven Neural Occupancy Representation for Articulated Hands.,doi_exact,1.0,A Skeleton-Driven Neural Occupancy Representation for Articulated Hands
conf:3dim:KrahnBG21,2021,Convex Joint Graph Matching and Clustering via Semidefinite Relaxations.,doi_exact,1.0,Convex Joint Graph Matching and Clustering via Semidefinite Relaxations
conf:3dim:LangGAR21,2021,DPC: Unsupervised Deep Point Correspondence via Cross and Self Construction.,doi_exact,1.0,DPC: Unsupervised Deep Point Correspondence via Cross and Self Construction
conf:3dim:LangKA21,2021,Geometric Adversarial Attacks and Defenses on 3D Point Clouds.,doi_exact,1.0,Geometric Adversarial Attacks and Defenses on 3D Point Clouds
conf:3dim:LeMK21,2021,Softmesh: Learning Probabilistic Mesh Connectivity via Image Supervision.,doi_exact,1.0,Softmesh: Learning Probabilistic Mesh Connectivity via Image Supervision
conf:3dim:LeZ21,2021,Robust Fitting with Truncated Least Squares: A Bilevel Optimization Approach.,doi_exact,1.0,Robust Fitting with Truncated Least Squares: A Bilevel Optimization Approach
conf:3dim:LiHTCBT21,2021,Deep Physics-aware Inference of Cloth Deformation for Monocular Human Performance Capture.,doi_exact,1.0,Deep Physics-aware Inference of Cloth Deformation for Monocular Human Performance Capture
conf:3dim:LiISB21,2021,DurLAR: A High-Fidelity 128-Channel LiDAR Dataset with Panoramic Ambient and Reflectivity Imagery for Multi-Modal Autonomous Driving Applications.,doi_exact,1.0,DurLAR: A High-Fidelity 128-Channel LiDAR Dataset with Panoramic Ambient and Reflectivity Imagery for Multi-Modal Autonomous Driving Applications
conf:3dim:LiKLCBW21,2021,Learning Local Recurrent Models for Human Mesh Recovery.,doi_exact,1.0,Learning Local Recurrent Models for Human Mesh Recovery
conf:3dim:LiLZF21,2021,Learning Residue-Aware Correlation Filters and Refining Scale Estimates with the GrabCut for Real-Time UAV Tracking.,doi_exact,1.0,Learning Residue-Aware Correlation Filters and Refining Scale Estimates with the GrabCut for Real-Time UAV Tracking
conf:3dim:LionarSCSC21,2021,NeuralBlox: Real-Time Neural Representation Fusion for Robust Volumetric Mapping.,doi_exact,1.0,NeuralBlox: Real-Time Neural Representation Fusion for Robust Volumetric Mapping
conf:3dim:LipsonTD21,2021,RAFT-Stereo: Multilevel Recurrent Field Transforms for Stereo Matching.,doi_exact,1.0,RAFT-Stereo: Multilevel Recurrent Field Transforms for Stereo Matching
conf:3dim:LiuYLWSDQ21,2021,MP-Mono: Monocular 3D Detection Using Multiple Priors for Autonomous Driving.,doi_exact,1.0,MP-Mono: Monocular 3D Detection Using Multiple Priors for Autonomous Driving
conf:3dim:LiuYZCRT21,2021,4D Human Body Capture from Egocentric Video via 3D Scene Grounding.,doi_exact,1.0,4D Human Body Capture from Egocentric Video via 3D Scene Grounding
conf:3dim:LiVCYKLZ21,2021,Task-Generic Hierarchical Human Motion Prior using VAEs.,doi_exact,1.0,Task-Generic Hierarchical Human Motion Prior using VAEs
conf:3dim:LiYDR21,2021,PanoDepth: A Two-Stage Approach for Monocular Omnidirectional Depth Estimation.,doi_exact,1.0,PanoDepth: A Two-Stage Approach for Monocular Omnidirectional Depth Estimation
conf:3dim:LiZGQ21,2021,Self-Supervised Light Field Depth Estimation Using Epipolar Plane Images.,doi_exact,1.0,Self-Supervised Light Field Depth Estimation Using Epipolar Plane Images
conf:3dim:LoiseauMAL21,2021,Representing Shape Collections With Alignment-Aware Linear Models.,doi_exact,1.0,Representing Shape Collections With Alignment-Aware Linear Models
conf:3dim:LombardiYFBZPC21,2021,LatentHuman: Shape-and-Pose Disentangled Latent Representation for Human Bodies.,doi_exact,1.0,LatentHuman: Shape-and-Pose Disentangled Latent Representation for Human Bodies
conf:3dim:LuoGYXS21,2021,Fine-Grained VR Sketching: Dataset and Insights.,doi_exact,1.0,Fine-Grained VR Sketching: Dataset and Insights
conf:3dim:MaLTG21,2021,Direct Dense Pose Estimation.,doi_exact,1.0,Direct Dense Pose Estimation
conf:3dim:MelekhovLLWK21,2021,Digging Into Self-Supervised Learning of Feature Descriptors.,doi_exact,1.0,Digging Into Self-Supervised Learning of Feature Descriptors
conf:3dim:MicheleBPBM21,2021,Generative Zero-Shot Learning for Semantic Segmentation of 3D Point Clouds.,doi_exact,1.0,Generative Zero-Shot Learning for Semantic Segmentation of 3D Point Clouds
conf:3dim:MichelsK21,2021,Ray Tracing-Guided Design of Plenoptic Cameras.,doi_exact,1.0,Ray Tracing-Guided Design of Plenoptic Cameras
conf:3dim:MuglikarGS21,2021,ESL: Event-based Structured Light.,doi_exact,1.0,ESL: Event-based Structured Light
conf:3dim:MuglikarMS21,2021,Event Guided Depth Sensing.,doi_exact,1.0,Event Guided Depth Sensing
conf:3dim:Nakano21,2021,Algebraic Constraint for Preserving Convexity of Planar Homography.,doi_exact,1.0,Algebraic Constraint for Preserving Convexity of Planar Homography
conf:3dim:NekrasovSLLE21,2021,Mix3D: Out-of-Context Data Augmentation for 3D Scenes.,doi_exact,1.0,Mix3D: Out-of-Context Data Augmentation for 3D Scenes
conf:3dim:NguyenKHRMH21,2021,RGBD-Net: Predicting Color and Depth Images for Novel Views Synthesis.,doi_exact,1.0,RGBD-Net: Predicting Color and Depth Images for Novel Views Synthesis
conf:3dim:NiemeyerG21,2021,CAMPARI: Camera-Aware Decomposed Generative Neural Radiance Fields.,doi_exact,1.0,CAMPARI: Camera-Aware Decomposed Generative Neural Radiance Fields
conf:3dim:OuyangR21,2021,Occlusion Guided Self-supervised Scene Flow Estimation on 3D Point Clouds.,doi_exact,1.0,Occlusion Guided Self-supervised Scene Flow Estimation on 3D Point Clouds
conf:3dim:PanHCC21,2021,Multi-scale Space-time Registration of Growing Plants.,doi_exact,1.0,Multi-scale Space-time Registration of Growing Plants
conf:3dim:PerssonHOF21,2021,Practical Pose Trajectory Splines With Explicit Regularization.,doi_exact,1.0,Practical Pose Trajectory Splines With Explicit Regularization
conf:3dim:PerssonOOA21,2021,Parameterization of Ambiguity in Monocular Depth Prediction.,doi_exact,1.0,Parameterization of Ambiguity in Monocular Depth Prediction
conf:3dim:PestanaM21,2021,Attacking Image Classifiers To Generate 3D Textures.,doi_exact,1.0,Attacking Image Classifiers To Generate 3D Textures
conf:3dim:PialaC21,2021,TermiNeRF: Ray Termination Prediction for Efficient Neural Rendering.,doi_exact,1.0,TermiNeRF: Ray Termination Prediction for Efficient Neural Rendering
conf:3dim:PostelsLSGT21,2021,Go with the Flows: Mixtures of Normalizing Flows for Point Cloud Generation and Reconstruction.,doi_exact,1.0,Go with the Flows: Mixtures of Normalizing Flows for Point Cloud Generation and Reconstruction
conf:3dim:QiuWAL21,2021,Investigating Attention Mechanism in 3D Point Cloud Object Detection.,doi_exact,1.0,Investigating Attention Mechanism in 3D Point Cloud Object Detection
conf:3dim:RendersBS21,2021,Mesh-Based Reconstruction of Dynamic Foam Images Using X-Ray CT.,doi_exact,1.0,Mesh-Based Reconstruction of Dynamic Foam Images Using X-Ray CT
conf:3dim:RichSSH21,2021,3DVNet: Multi-View Depth Prediction and Volumetric Refinement.,doi_exact,1.0,3DVNet: Multi-View Depth Prediction and Volumetric Refinement
conf:3dim:RiosSBSM21,2021,Point2FFD: Learning Shape Representations of Simulation-Ready 3D Models for Engineering Design Optimization.,doi_exact,1.0,Point2FFD: Learning Shape Representations of Simulation-Ready 3D Models for Engineering Design Optimization
conf:3dim:RongWLL21,2021,Monocular 3D Reconstruction of Interacting Hands via Collision-Aware Factorized Refinements.,doi_exact,1.0,Monocular 3D Reconstruction of Interacting Hands via Collision-Aware Factorized Refinements
conf:3dim:RuhkampGCNB21,2021,Attention meets Geometry: Geometry Guided Spatial-Temporal Attention for Consistent Self-Supervised Monocular Depth Estimation.,doi_exact,1.0,Attention meets Geometry: Geometry Guided Spatial-Temporal Attention for Consistent Self-Supervised Monocular Depth Estimation
conf:3dim:SafadoustG21,2021,Self-Supervised Monocular Scene Decomposition and Depth Estimation.,doi_exact,1.0,Self-Supervised Monocular Scene Decomposition and Depth Estimation
conf:3dim:Sanchez-RieraPM21,2021,PhysXNet: A Customizable Approach for Learning Cloth Dynamics on Dressed People.,doi_exact,1.0,PhysXNet: A Customizable Approach for Learning Cloth Dynamics on Dressed People
conf:3dim:SarkarLGT21,2021,HumanGAN: A Generative Model of Human Images.,doi_exact,1.0,HumanGAN: A Generative Model of Human Images
conf:3dim:SchambachSH21,2021,Spectral Reconstruction and Disparity from Spatio-Spectrally Coded Light Fields via Multi-Task Deep Learning.,doi_exact,1.0,Spectral Reconstruction and Disparity from Spatio-Spectrally Coded Light Fields via Multi-Task Deep Learning
conf:3dim:SeeberPPO21,2021,RealisticHands: A Hybrid Model for 3D Hand Reconstruction.,doi_exact,1.0,RealisticHands: A Hybrid Model for 3D Hand Reconstruction
conf:3dim:ShakibajahromiS21,2021,HyNet: 3D Segmentation Using Hybrid Graph Networks.,doi_exact,1.0,HyNet: 3D Segmentation Using Hybrid Graph Networks
conf:3dim:ShenRAM21,2021,Stochastic Neural Radiance Fields: Quantifying Uncertainty in Implicit 3D Representations.,doi_exact,1.0,Stochastic Neural Radiance Fields: Quantifying Uncertainty in Implicit 3D Representations
conf:3dim:ShiLML21,2021,Scalable Cluster-Consistency Statistics for Robust Multi-Object Matching.,doi_exact,1.0,Scalable Cluster-Consistency Statistics for Robust Multi-Object Matching
conf:3dim:ShresthaFSDZT21,2021,MeshMVS: Multi-View Stereo Guided Mesh Reconstruction.,doi_exact,1.0,MeshMVS: Multi-View Stereo Guided Mesh Reconstruction
conf:3dim:SidharthaG21,2021,It Is All In The Weights: Robust Rotation Averaging Revisited.,doi_exact,1.0,It Is All In The Weights: Robust Rotation Averaging Revisited
conf:3dim:SimoniPVC21,2021,Multi-Category Mesh Reconstruction From Image Collections.,doi_exact,1.0,Multi-Category Mesh Reconstruction From Image Collections
conf:3dim:StierRSH21,2021,VoRTX: Volumetric 3D Reconstruction With Transformers for Voxelwise View Selection and Fusion.,doi_exact,1.0,VoRTX: Volumetric 3D Reconstruction With Transformers for Voxelwise View Selection and Fusion
conf:3dim:StreckeS21,2021,DiffSDFSim: Differentiable Rigid-Body Dynamics With Implicit Shapes.,doi_exact,1.0,DiffSDFSim: Differentiable Rigid-Body Dynamics With Implicit Shapes
conf:3dim:TakmazPPCOG21,2021,Unsupervised Monocular Depth Reconstruction of Non-Rigid Scenes.,doi_exact,1.0,Unsupervised Monocular Depth Reconstruction of Non-Rigid Scenes
conf:3dim:TankeZG21,2021,Intention-based Long-Term Human Motion Anticipation.,doi_exact,1.0,Intention-based Long-Term Human Motion Anticipation
conf:3dim:ThaiSUR21,2021,3D Reconstruction of Novel Object Shapes from Single Images.,doi_exact,1.0,3D Reconstruction of Novel Object Shapes from Single Images
conf:3dim:TschernezkiLV21,2021,NeuralDiff: Segmenting 3D objects that move in egocentric videos.,doi_exact,1.0,NeuralDiff: Segmenting 3D objects that move in egocentric videos
conf:3dim:TurkogluBSBM21,2021,Visual Camera Re-Localization Using Graph Neural Networks and Relative Pose Supervision.,doi_exact,1.0,Visual Camera Re-Localization Using Graph Neural Networks and Relative Pose Supervision
conf:3dim:UgrinovicRASM21,2021,Body Size and Depth Disambiguation in Multi-Person Reconstruction from Single Images.,doi_exact,1.0,Body Size and Depth Disambiguation in Multi-Person Reconstruction from Single Images
conf:3dim:VermaBBV21,2021,Dual Mesh Convolutional Networks for Human Shape Correspondence.,doi_exact,1.0,Dual Mesh Convolutional Networks for Human Shape Correspondence
conf:3dim:WaleckiT21,2021,GCSR: Gray Code Super-Resolution 3D Scanning.,doi_exact,1.0,GCSR: Gray Code Super-Resolution 3D Scanning
conf:3dim:WangCSM21,2021,Dance In the Wild: Monocular Human Animation with Neural Dynamic Appearance Synthesis.,doi_exact,1.0,Dance In the Wild: Monocular Human Animation with Neural Dynamic Appearance Synthesis
conf:3dim:WangGACH21,2021,Semi-supervised 3D Object Detection via Temporal Graph Neural Networks.,doi_exact,1.0,Semi-supervised 3D Object Detection via Temporal Graph Neural Networks
conf:3dim:WangRA21,2021,DSP-SLAM: Object Oriented SLAM with Deep Shape Priors.,doi_exact,1.0,DSP-SLAM: Object Oriented SLAM with Deep Shape Priors
conf:3dim:WangYN21,2021,SceneFormer: Indoor Scene Generation with Transformers.,doi_exact,1.0,SceneFormer: Indoor Scene Generation with Transformers
conf:3dim:WangZL21,2021,SAFA: Structure Aware Face Animation.,doi_exact,1.0,SAFA: Structure Aware Face Animation
conf:3dim:WengSNK21,2021,MaCal - Macro Lens Calibration and the Focus Stack Camera Model.,doi_exact,1.0,MaCal - Macro Lens Calibration and the Focus Stack Camera Model
conf:3dim:WodtkoHBD21,2021,Globally Optimal Multi-Scale Monocular Hand-Eye Calibration Using Dual Quaternions.,doi_exact,1.0,Globally Optimal Multi-Scale Monocular Hand-Eye Calibration Using Dual Quaternions
conf:3dim:WuASMD21,2021,Modality-Guided Subnetwork for Salient Object Detection.,doi_exact,1.0,Modality-Guided Subnetwork for Salient Object Detection
conf:3dim:WuXN21,2021,Synergy between 3DMM and 3D Landmarks for Accurate 3D Facial Geometry.,doi_exact,1.0,Synergy between 3DMM and 3D Landmarks for Accurate 3D Facial Geometry
conf:3dim:WuZZCCSHD21,2021,Object SLAM-Based Active Mapping and Robotic Grasping.,doi_exact,1.0,Object SLAM-Based Active Mapping and Robotic Grasping
conf:3dim:XiaoDM21,2021,PoseContrast: Class-Agnostic Object Viewpoint Estimation in the Wild with Pose-Aware Contrastive Learning.,doi_exact,1.0,PoseContrast: Class-Agnostic Object Viewpoint Estimation in the Wild with Pose-Aware Contrastive Learning
conf:3dim:XiePMB21,2021,FiG-NeRF: Figure-Ground Neural Radiance Fields for 3D Object Category Modelling.,doi_exact,1.0,FiG-NeRF: Figure-Ground Neural Radiance Fields for 3D Object Category Modelling
conf:3dim:XuLNCMG21,2021,3D reconstruction of insects: an improved multifocus stacking and an evaluation of learning-based MVS approaches.,doi_exact,1.0,3D reconstruction of insects: an improved multifocus stacking and an evaluation of learning-based MVS approaches
conf:3dim:XuWGLQXM21,2021,Exploring Versatile Prior for Human Motion via Motion Frequency Guidance.,doi_exact,1.0,Exploring Versatile Prior for Human Motion via Motion Frequency Guidance
conf:3dim:YanZBJ21,2021,Channel-Wise Attention-Based Network for Self-Supervised Monocular Depth Estimation.,doi_exact,1.0,Channel-Wise Attention-Based Network for Self-Supervised Monocular Depth Estimation
conf:3dim:YavartanooHNZL21,2021,PolyNet: Polynomial Neural Network for 3D Shape Recognition with PolyShape Representation.,doi_exact,1.0,PolyNet: Polynomial Neural Network for 3D Shape Recognition with PolyShape Representation
conf:3dim:YewL21,2021,Learning Iterative Robust Transformation Synchronization.,doi_exact,1.0,Learning Iterative Robust Transformation Synchronization
conf:3dim:YuBC21,2021,Joint 3D Human Shape Recovery and Pose Estimation from a Single Image with Bilayer Graph.,doi_exact,1.0,Joint 3D Human Shape Recovery and Pose Estimation from a Single Image with Bilayer Graph
conf:3dim:YunCL21,2021,Conflicts between Likelihood and Knowledge Distillation in Task Incremental Learning for 3D Object Detection.,doi_exact,1.0,Conflicts between Likelihood and Knowledge Distillation in Task Incremental Learning for 3D Object Detection
conf:3dim:ZhangBLC21,2021,Lifted Semantic Graph Embedding for Omnidirectional Place Recognition.,doi_exact,1.0,Lifted Semantic Graph Embedding for Omnidirectional Place Recognition
conf:3dim:ZhangF21,2021,3D Lip Event Detection via Interframe Motion Divergence at Multiple Temporal Resolutions.,doi_exact,1.0,3D Lip Event Detection via Interframe Motion Divergence at Multiple Temporal Resolutions
conf:3dim:ZhangYC21,2021,Learning Scale-Adaptive Representations for Point-Level LiDAR Semantic Segmentation.,doi_exact,1.0,Learning Scale-Adaptive Representations for Point-Level LiDAR Semantic Segmentation
conf:3dim:ZhaoRW21,2021,SUPPLE: Extracting Hand Skeleton with Spherical Unwrapping Profiles.,doi_exact,1.0,SUPPLE: Extracting Hand Skeleton with Spherical Unwrapping Profiles
conf:3dim:ZhaoWMF21,2021,EgoGlass: Egocentric-View Human Pose Estimation From an Eyeglass Frame.,doi_exact,1.0,EgoGlass: Egocentric-View Human Pose Estimation From an Eyeglass Frame
conf:3dim:ZhouFBB21,2021,Spatio-Temporal Human Shape Completion With Implicit Function Networks.,doi_exact,1.0,Spatio-Temporal Human Shape Completion With Implicit Function Networks
conf:3dim:ZhouSYFY21,2021,A Dataset-Dispersion Perspective on Reconstruction Versus Recognition in Single-View 3D Reconstruction Networks.,doi_exact,1.0,A Dataset-Dispersion Perspective on Reconstruction Versus Recognition in Single-View 3D Reconstruction Networks
conf:3dim:ZinsXBWT21,2021,Data-Driven 3D Reconstruction of Dressed Humans From Sparse Views.,doi_exact,1.0,Data-Driven 3D Reconstruction of Dressed Humans From Sparse Views
conf:3dim:AthanasiouPBV22,2022,TEACH: Temporal Action Composition for 3D Humans.,doi_exact,1.0,TEACH: Temporal Action Composition for 3D Humans
conf:3dim:BhattadF22,2022,Cut-and-Paste Object Insertion by Enabling Deep Image Prior for Reshading.,doi_exact,1.0,Cut-and-Paste Object Insertion by Enabling Deep Image Prior for Reshading
conf:3dim:BowenTZS22,2022,Dimensions of Motion: Monocular Prediction through Flow Subspaces.,doi_exact,1.0,Dimensions of Motion: Monocular Prediction through Flow Subspaces
conf:3dim:CaiHR22,2022,SC6D: Symmetry-agnostic and Correspondence-free 6D Object Pose Estimation.,doi_exact,1.0,SC6D: Symmetry-agnostic and Correspondence-free 6D Object Pose Estimation
conf:3dim:CharatanFK22,2022,Benchmarking Pedestrian Odometry: The Brown Pedestrian Odometry Dataset (BPOD).,doi_exact,1.0,Benchmarking Pedestrian Odometry: The Brown Pedestrian Odometry Dataset (BPOD)
conf:3dim:ChenSYYSW22,2022,Efficient Human Pose Estimation via 3D Event Point Cloud.,doi_exact,1.0,Efficient Human Pose Estimation via 3D Event Point Cloud
conf:3dim:ChoiMALLR22,2022,MonoNHR: Monocular Neural Human Renderer.,doi_exact,1.0,MonoNHR: Monocular Neural Human Renderer
conf:3dim:ChowdhuryWCSG22,2022,Garment Ideation: Iterative View-Aware Sketch-Based Garment Modeling.,doi_exact,1.0,Garment Ideation: Iterative View-Aware Sketch-Based Garment Modeling
conf:3dim:DastjerdiHEKL22,2022,Guided Co-Modulated GAN for 360° Field of View Extrapolation.,doi_exact,1.0,Guided Co-Modulated GAN for 360° Field of View Extrapolation
conf:3dim:DellEvaOB22,2022,Arbitrary Point Cloud Upsampling with Spherical Mixture of Gaussians.,doi_exact,1.0,Arbitrary Point Cloud Upsampling with Spherical Mixture of Gaussians
conf:3dim:DingJY22,2022,Polar-Photometric Stereo Under Natural Illumination.,doi_exact,1.0,Polar-Photometric Stereo Under Natural Illumination
conf:3dim:DongWZKPC22,2022,Visual Localization via Few-Shot Scene Region Classification.,doi_exact,1.0,Visual Localization via Few-Shot Scene Region Classification
conf:3dim:DuISKN22,2022,Push-the-Boundary: Boundary-aware Feature Propagation for Semantic Segmentation of 3D Point Clouds.,doi_exact,1.0,Push-the-Boundary: Boundary-aware Feature Propagation for Semantic Segmentation of 3D Point Clouds
conf:3dim:DupontCKAAGA22,2022,CADOps-Net: Jointly Learning CAD Operation Types and Steps from Boundary-Representations.,doi_exact,1.0,CADOps-Net: Jointly Learning CAD Operation Types and Steps from Boundary-Representations
conf:3dim:EfroniGR22,2022,Spectral Teacher for a Spatial Student: Spectrum-Aware Real-Time Dense Shape Correspondence.,doi_exact,1.0,Spectral Teacher for a Spatial Student: Spectrum-Aware Real-Time Dense Shape Correspondence
conf:3dim:FuZCLZZGL22,2022,Panoptic NeRF: 3D-to-2D Label Transfer for Panoptic Urban Scene Segmentation.,doi_exact,1.0,Panoptic NeRF: 3D-to-2D Label Transfer for Panoptic Urban Scene Segmentation
conf:3dim:HareshSJCS22,2022,Articulated 3D Human-Object Interactions From RGB Videos: An Empirical Analysis of Approaches and Challenges.,doi_exact,1.0,Articulated 3D Human-Object Interactions From RGB Videos: An Empirical Analysis of Approaches and Challenges
conf:3dim:HuYZZLZ22,2022,HVTR: Hybrid Volumetric-Textural Rendering for Human Avatars.,doi_exact,1.0,HVTR: Hybrid Volumetric-Textural Rendering for Human Avatars
conf:3dim:JinXL22,2022,SHRAG: Semantic Hierarchical Graph for Floorplan Representation.,doi_exact,1.0,SHRAG: Semantic Hierarchical Graph for Floorplan Representation
conf:3dim:KarnewarWRM22,2022,3inGAN: Learning a 3D Generative Model from Images of a Self-similar Scene.,doi_exact,1.0,3inGAN: Learning a 3D Generative Model from Images of a Self-similar Scene
conf:3dim:KicirogluWSF22,2022,Long Term Motion Prediction Using Keyposes.,doi_exact,1.0,Long Term Motion Prediction Using Keyposes
conf:3dim:LaidlowD22,2022,Simultaneous Localisation and Mapping With Quadric Surfaces.,doi_exact,1.0,Simultaneous Localisation and Mapping With Quadric Surfaces
conf:3dim:LiAO22,2022,SRFeat: Learning Locally Accurate and Globally Consistent Non-Rigid Shape Correspondence.,doi_exact,1.0,SRFeat: Learning Locally Accurate and Globally Consistent Non-Rigid Shape Correspondence
conf:3dim:LiSSTG22,2022,MoCapDeform: Monocular 3D Human Motion Capture in Deformable Scenes.,doi_exact,1.0,MoCapDeform: Monocular 3D Human Motion Capture in Deformable Scenes
conf:3dim:LiuLFJL22,2022,Point Discriminative Learning for Data-efficient 3D Point Cloud Analysis.,doi_exact,1.0,Point Discriminative Learning for Data-efficient 3D Point Cloud Analysis
conf:3dim:LiV22,2022,Progressive Multi-Scale Light Field Networks.,doi_exact,1.0,Progressive Multi-Scale Light Field Networks
conf:3dim:LiXGTG22,2022,LC-NAS: Latency Constrained Neural Architecture Search for Point Cloud Networks.,doi_exact,1.0,LC-NAS: Latency Constrained Neural Architecture Search for Point Cloud Networks
conf:3dim:LuoGXS22,2022,Structure-Aware 3D VR Sketch to 3D Shape Retrieval.,doi_exact,1.0,Structure-Aware 3D VR Sketch to 3D Shape Retrieval
conf:3dim:MagnetRSO22,2022,Smooth Non-Rigid Shape Matching via Effective Dirichlet Energy Optimization.,doi_exact,1.0,Smooth Non-Rigid Shape Matching via Effective Dirichlet Energy Optimization
conf:3dim:MaoGLYG22,2022,Bidirectional Feature Globalization for Few-shot Semantic Segmentation of 3D Point Cloud Scenes.,doi_exact,1.0,Bidirectional Feature Globalization for Few-shot Semantic Segmentation of 3D Point Cloud Scenes
conf:3dim:MarsotWFD22,2022,A Structured Latent Space for Human Body Motion Generation.,doi_exact,1.0,A Structured Latent Space for Human Body Motion Generation
conf:3dim:MaTXWZX22,2022,HoW-3D: Holistic 3D Wireframe Perception from a Single Image.,doi_exact,1.0,HoW-3D: Holistic 3D Wireframe Perception from a Single Image
conf:3dim:MaYBT22,2022,Neural Point-based Shape Modeling of Humans in Challenging Clothing.,doi_exact,1.0,Neural Point-based Shape Modeling of Humans in Challenging Clothing
conf:3dim:MingFF22,2022,SDA-SNE: Spatial Discontinuity-Aware Surface Normal Estimation via Multi-Directional Dynamic Programming.,doi_exact,1.0,SDA-SNE: Spatial Discontinuity-Aware Surface Normal Estimation via Multi-Directional Dynamic Programming
conf:3dim:MiyashitaTI22,2022,High-Speed and Low-Latency 3D Sensing with a Parallel-Bus Pattern.,doi_exact,1.0,High-Speed and Low-Latency 3D Sensing with a Parallel-Bus Pattern
conf:3dim:MohamedA22,2022,GNPM: Geometric-Aware Neural Parametric Models.,doi_exact,1.0,GNPM: Geometric-Aware Neural Parametric Models
conf:3dim:NgRBM22,2022,OoD-Pose: Camera Pose Regression From Out-of-Distribution Synthetic Views.,doi_exact,1.0,OoD-Pose: Camera Pose Regression From Out-of-Distribution Synthetic Views
conf:3dim:NguyenDXRL22,2022,PIZZA: A Powerful Image-only Zero-Shot Zero-CAD Approach to 6 DoF Tracking.,doi_exact,1.0,PIZZA: A Powerful Image-only Zero-Shot Zero-CAD Approach to 6 DoF Tracking
conf:3dim:PanTLT22,2022,GAN2X: Non-Lambertian Inverse Rendering of Image GANs.,doi_exact,1.0,GAN2X: Non-Lambertian Inverse Rendering of Image GANs
conf:3dim:PoggiRTSMS22,2022,Cross-Spectral Neural Radiance Fields.,doi_exact,1.0,Cross-Spectral Neural Radiance Fields
conf:3dim:PostelsDGT22,2022,ManiFlow: Implicitly Representing Manifolds with Normalizing Flows.,doi_exact,1.0,ManiFlow: Implicitly Representing Manifolds with Normalizing Flows
conf:3dim:RegateiroB22,2022,Temporal Shape Transfer Network for 3D Human Motion.,doi_exact,1.0,Temporal Shape Transfer Network for 3D Human Motion
